,season,round,driverId,driver,constructorId,q1,q2,q3
0,1995,1,damon_hill,Hill,williams,1:20.081,N/A,N/A
1,1995,1,michael_schumacher,Schumacher,benetton,1:20.382,N/A,N/A
2,1995,1,coulthard,Coulthard,williams,1:20.422,N/A,N/A
3,1995,1,herbert,Herbert,benetton,1:20.888,N/A,N/A
4,1995,1,berger,Berger,ferrari,1:20.906,N/A,N/A
5,1995,1,alesi,Alesi,ferrari,1:21.041,N/A,N/A
6,1995,1,hakkinen,Häkkinen,mclaren,1:21.399,N/A,N/A
7,1995,1,irvine,Irvine,jordan,1:21.749,N/A,N/A
8,1995,1,blundell,Blundell,mclaren,1:21.779,N/A,N/A
9,1995,1,panis,Panis,ligier,1:21.914,N/A,N/A
10,1995,1,katayama,Katayama,tyrrell,1:22.325,N/A,N/A
11,1995,1,salo,Salo,tyrrell,1:22.416,N/A,N/A
12,1995,1,morbidelli,Morbidelli,footwork,1:22.468,N/A,N/A
13,1995,1,frentzen,Frentzen,sauber,1:22.872,N/A,N/A
14,1995,1,suzuki,Suzuki,ligier,1:22.971,N/A,N/A
15,1995,1,barrichello,Barrichello,jordan,1:22.975,N/A,N/A
16,1995,1,martini,Martini,minardi,1:24.383,N/A,N/A
17,1995,1,badoer,Badoer,minardi,1:24.443,N/A,N/A
18,1995,1,wendlinger,Wendlinger,sauber,1:24.723,N/A,N/A
19,1995,1,gachot,Gachot,pacific,1:25.127,N/A,N/A
20,1995,1,inoue,Inoue,footwork,1:25.225,N/A,N/A
21,1995,1,montermini,Montermini,pacific,1:25.886,N/A,N/A
22,1995,1,moreno,Moreno,forti,1:26.269,N/A,N/A
23,1995,1,verstappen,Verstappen,simtek,1:27.323,N/A,N/A
24,1995,1,diniz,Diniz,forti,1:27.792,N/A,N/A
25,1995,1,schiattarella,Schiattarella,simtek,1:28.106,N/A,N/A
26,1995,2,coulthard,Coulthard,williams,1:53.241,N/A,N/A
27,1995,2,damon_hill,Hill,williams,1:54.057,N/A,N/A
28,1995,2,michael_schumacher,Schumacher,benetton,1:54.272,N/A,N/A
29,1995,2,irvine,Irvine,jordan,1:54.381,N/A,N/A
30,1995,2,hakkinen,Häkkinen,mclaren,1:54.529,N/A,N/A
31,1995,2,alesi,Alesi,ferrari,1:54.637,N/A,N/A
32,1995,2,salo,Salo,tyrrell,1:54.757,N/A,N/A
33,1995,2,berger,Berger,ferrari,1:55.276,N/A,N/A
34,1995,2,frentzen,Frentzen,sauber,1:55.583,N/A,N/A
35,1995,2,barrichello,Barrichello,jordan,1:56.114,N/A,N/A
36,1995,2,herbert,Herbert,benetton,1:57.068,N/A,N/A
37,1995,2,morbidelli,Morbidelli,footwork,1:57.092,N/A,N/A
38,1995,2,badoer,Badoer,minardi,1:57.167,N/A,N/A
39,1995,2,verstappen,Verstappen,simtek,1:57.231,N/A,N/A
40,1995,2,katayama,Katayama,tyrrell,1:57.484,N/A,N/A
41,1995,2,martini,Martini,minardi,1:58.066,N/A,N/A
42,1995,2,blundell,Blundell,mclaren,1:58.660,N/A,N/A
43,1995,2,panis,Panis,ligier,1:58.824,N/A,N/A
44,1995,2,suzuki,Suzuki,ligier,1:58.882,N/A,N/A
45,1995,2,schiattarella,Schiattarella,simtek,1:59.539,N/A,N/A
46,1995,2,wendlinger,Wendlinger,sauber,2:00.751,N/A,N/A
47,1995,2,montermini,Montermini,pacific,2:01.763,N/A,N/A
48,1995,2,gachot,Gachot,pacific,2:04.050,N/A,N/A
49,1995,2,moreno,Moreno,forti,2:04.481,N/A,N/A
50,1995,2,diniz,Diniz,forti,2:05.932,N/A,N/A
51,1995,2,inoue,Inoue,footwork,2:07.298,N/A,N/A
52,1995,3,michael_schumacher,Schumacher,benetton,1:27.274,N/A,N/A
53,1995,3,berger,Berger,ferrari,1:27.282,N/A,N/A
54,1995,3,coulthard,Coulthard,williams,1:27.459,N/A,N/A
55,1995,3,damon_hill,Hill,williams,1:27.512,N/A,N/A
56,1995,3,alesi,Alesi,ferrari,1:27.813,N/A,N/A
57,1995,3,hakkinen,Häkkinen,mclaren,1:28.343,N/A,N/A
58,1995,3,irvine,Irvine,jordan,1:28.516,N/A,N/A
59,1995,3,herbert,Herbert,benetton,1:29.350,N/A,N/A
60,1995,3,mansell,Mansell,mclaren,1:29.517,N/A,N/A
61,1995,3,barrichello,Barrichello,jordan,1:29.551,N/A,N/A
62,1995,3,morbidelli,Morbidelli,footwork,1:29.582,N/A,N/A
63,1995,3,panis,Panis,ligier,1:30.760,N/A,N/A
64,1995,3,salo,Salo,tyrrell,1:31.035,N/A,N/A
65,1995,3,frentzen,Frentzen,sauber,1:31.358,N/A,N/A
66,1995,3,katayama,Katayama,tyrrell,1:31.630,N/A,N/A
67,1995,3,suzuki,Suzuki,ligier,1:31.913,N/A,N/A
68,1995,3,verstappen,Verstappen,simtek,1:32.156,N/A,N/A
69,1995,3,martini,Martini,minardi,1:32.445,N/A,N/A
70,1995,3,inoue,Inoue,footwork,1:32.710,N/A,N/A
71,1995,3,badoer,Badoer,minardi,1:33.071,N/A,N/A
72,1995,3,wendlinger,Wendlinger,sauber,1:33.494,N/A,N/A
73,1995,3,gachot,Gachot,pacific,1:33.892,N/A,N/A
74,1995,3,schiattarella,Schiattarella,simtek,1:33.965,N/A,N/A
75,1995,3,montermini,Montermini,pacific,1:35.169,N/A,N/A
76,1995,3,moreno,Moreno,forti,1:36.065,N/A,N/A
77,1995,3,diniz,Diniz,forti,1:36.624,N/A,N/A
78,1995,4,michael_schumacher,Schumacher,benetton,1:21.452,N/A,N/A
79,1995,4,alesi,Alesi,ferrari,1:22.052,N/A,N/A
80,1995,4,berger,Berger,ferrari,1:22.071,N/A,N/A
81,1995,4,coulthard,Coulthard,williams,1:22.332,N/A,N/A
82,1995,4,damon_hill,Hill,williams,1:22.349,N/A,N/A
83,1995,4,irvine,Irvine,jordan,1:23.352,N/A,N/A
84,1995,4,herbert,Herbert,benetton,1:23.536,N/A,N/A
85,1995,4,barrichello,Barrichello,jordan,1:23.705,N/A,N/A
86,1995,4,hakkinen,Häkkinen,mclaren,1:23.833,N/A,N/A
87,1995,4,mansell,Mansell,mclaren,1:23.927,N/A,N/A
88,1995,4,brundle,Brundle,ligier,1:24.727,N/A,N/A
89,1995,4,frentzen,Frentzen,sauber,1:24.802,N/A,N/A
90,1995,4,salo,Salo,tyrrell,1:24.971,N/A,N/A
91,1995,4,morbidelli,Morbidelli,footwork,1:25.053,N/A,N/A
92,1995,4,panis,Panis,ligier,1:25.204,N/A,N/A
93,1995,4,verstappen,Verstappen,simtek,1:25.827,N/A,N/A
94,1995,4,katayama,Katayama,tyrrell,1:25.946,N/A,N/A
95,1995,4,inoue,Inoue,footwork,1:26.059,N/A,N/A
96,1995,4,martini,Martini,minardi,1:26.619,N/A,N/A
97,1995,4,wendlinger,Wendlinger,sauber,1:27.007,N/A,N/A
98,1995,4,badoer,Badoer,minardi,1:27.345,N/A,N/A
99,1995,4,schiattarella,Schiattarella,simtek,1:27.575,N/A,N/A
100,1995,4,montermini,Montermini,pacific,1:28.094,N/A,N/A
101,1995,4,gachot,Gachot,pacific,1:28.598,N/A,N/A
102,1995,4,moreno,Moreno,forti,1:28.963,N/A,N/A
103,1995,4,diniz,Diniz,forti,1:29.540,N/A,N/A
104,1995,5,damon_hill,Hill,williams,1:21.952,N/A,N/A
105,1995,5,michael_schumacher,Schumacher,benetton,1:22.742,N/A,N/A
106,1995,5,coulthard,Coulthard,williams,1:23.109,N/A,N/A
107,1995,5,berger,Berger,ferrari,1:23.220,N/A,N/A
108,1995,5,alesi,Alesi,ferrari,1:23.754,N/A,N/A
109,1995,5,hakkinen,Häkkinen,mclaren,1:23.857,N/A,N/A
110,1995,5,herbert,Herbert,benetton,1:23.885,N/A,N/A
111,1995,5,brundle,Brundle,ligier,1:24.447,N/A,N/A
112,1995,5,irvine,Irvine,jordan,1:24.857,N/A,N/A
113,1995,5,blundell,Blundell,mclaren,1:24.933,N/A,N/A
114,1995,5,barrichello,Barrichello,jordan,1:25.081,N/A,N/A
115,1995,5,panis,Panis,ligier,1:25.125,N/A,N/A
116,1995,5,morbidelli,Morbidelli,footwork,1:25.447,N/A,N/A
117,1995,5,frentzen,Frentzen,sauber,1:25.661,N/A,N/A
118,1995,5,katayama,Katayama,tyrrell,1:25.808,N/A,N/A
119,1995,5,badoer,Badoer,minardi,1:25.969,N/A,N/A
120,1995,5,salo,Salo,tyrrell,1:26.473,N/A,N/A
121,1995,5,martini,Martini,minardi,1:26.913,N/A,N/A
122,1995,5,boullion,Boullion,sauber,1:27.145,N/A,N/A
123,1995,5,schiattarella,Schiattarella,simtek,1:28.337,N/A,N/A
124,1995,5,gachot,Gachot,pacific,1:29.039,N/A,N/A
125,1995,5,diniz,Diniz,forti,1:29.244,N/A,N/A
126,1995,5,verstappen,Verstappen,simtek,1:29.391,N/A,N/A
127,1995,5,moreno,Moreno,forti,1:29.608,N/A,N/A
128,1995,5,montermini,Montermini,pacific,1:30.149,N/A,N/A
129,1995,5,inoue,Inoue,footwork,1:31.542,N/A,N/A
130,1995,6,michael_schumacher,Schumacher,benetton,1:27.661,N/A,N/A
131,1995,6,damon_hill,Hill,williams,1:28.039,N/A,N/A
132,1995,6,coulthard,Coulthard,williams,1:28.091,N/A,N/A
133,1995,6,berger,Berger,ferrari,1:28.189,N/A,N/A
134,1995,6,alesi,Alesi,ferrari,1:28.474,N/A,N/A
135,1995,6,herbert,Herbert,benetton,1:28.498,N/A,N/A
136,1995,6,hakkinen,Häkkinen,mclaren,1:28.910,N/A,N/A
137,1995,6,irvine,Irvine,jordan,1:29.021,N/A,N/A
138,1995,6,barrichello,Barrichello,jordan,1:29.171,N/A,N/A
139,1995,6,blundell,Blundell,mclaren,1:29.641,N/A,N/A
140,1995,6,panis,Panis,ligier,1:29.809,N/A,N/A
141,1995,6,frentzen,Frentzen,sauber,1:30.017,N/A,N/A
142,1995,6,morbidelli,Morbidelli,footwork,1:30.159,N/A,N/A
143,1995,6,brundle,Brundle,ligier,1:30.255,N/A,N/A
144,1995,6,salo,Salo,tyrrell,1:30.657,N/A,N/A
145,1995,6,katayama,Katayama,tyrrell,1:31.382,N/A,N/A
146,1995,6,martini,Martini,minardi,1:31.445,N/A,N/A
147,1995,6,boullion,Boullion,sauber,1:31.838,N/A,N/A
148,1995,6,badoer,Badoer,minardi,1:31.853,N/A,N/A
149,1995,6,gachot,Gachot,pacific,1:32.841,N/A,N/A
150,1995,6,montermini,Montermini,pacific,1:32.894,N/A,N/A
151,1995,6,inoue,Inoue,footwork,1:32.995,N/A,N/A
152,1995,6,moreno,Moreno,forti,1:34.000,N/A,N/A
153,1995,6,diniz,Diniz,forti,1:34.982,N/A,N/A
154,1995,7,damon_hill,Hill,williams,1:17.225,N/A,N/A
155,1995,7,michael_schumacher,Schumacher,benetton,1:17.512,N/A,N/A
156,1995,7,coulthard,Coulthard,williams,1:17.925,N/A,N/A
157,1995,7,alesi,Alesi,ferrari,1:18.761,N/A,N/A
158,1995,7,barrichello,Barrichello,jordan,1:18.810,N/A,N/A
159,1995,7,panis,Panis,ligier,1:19.047,N/A,N/A
160,1995,7,berger,Berger,ferrari,1:19.051,N/A,N/A
161,1995,7,hakkinen,Häkkinen,mclaren,1:19.238,N/A,N/A
162,1995,7,brundle,Brundle,ligier,1:19.384,N/A,N/A
163,1995,7,herbert,Herbert,benetton,1:19.555,N/A,N/A
164,1995,7,irvine,Irvine,jordan,1:19.845,N/A,N/A
165,1995,7,frentzen,Frentzen,sauber,1:20.309,N/A,N/A
166,1995,7,blundell,Blundell,mclaren,1:20.527,N/A,N/A
167,1995,7,salo,Salo,tyrrell,1:20.796,N/A,N/A
168,1995,7,boullion,Boullion,sauber,1:20.943,N/A,N/A
169,1995,7,morbidelli,Morbidelli,footwork,1:21.076,N/A,N/A
170,1995,7,badoer,Badoer,minardi,1:21.323,N/A,N/A
171,1995,7,inoue,Inoue,footwork,1:21.894,N/A,N/A
172,1995,7,katayama,Katayama,tyrrell,1:21.930,N/A,N/A
173,1995,7,martini,Martini,minardi,1:22.104,N/A,N/A
174,1995,7,montermini,Montermini,pacific,1:23.466,N/A,N/A
175,1995,7,gachot,Gachot,pacific,1:23.647,N/A,N/A
176,1995,7,diniz,Diniz,forti,1:24.184,N/A,N/A
177,1995,7,moreno,Moreno,forti,1:24.865,N/A,N/A
178,1995,8,damon_hill,Hill,williams,1:28.124,N/A,N/A
179,1995,8,michael_schumacher,Schumacher,benetton,1:28.397,N/A,N/A
180,1995,8,coulthard,Coulthard,williams,1:28.947,N/A,N/A
181,1995,8,berger,Berger,ferrari,1:29.657,N/A,N/A
182,1995,8,herbert,Herbert,benetton,1:29.867,N/A,N/A
183,1995,8,alesi,Alesi,ferrari,1:29.874,N/A,N/A
184,1995,8,irvine,Irvine,jordan,1:30.083,N/A,N/A
185,1995,8,hakkinen,Häkkinen,mclaren,1:30.140,N/A,N/A
186,1995,8,barrichello,Barrichello,jordan,1:30.354,N/A,N/A
187,1995,8,blundell,Blundell,mclaren,1:30.453,N/A,N/A
188,1995,8,brundle,Brundle,ligier,1:30.946,N/A,N/A
189,1995,8,frentzen,Frentzen,sauber,1:31.602,N/A,N/A
190,1995,8,panis,Panis,ligier,1:31.842,N/A,N/A
191,1995,8,katayama,Katayama,tyrrell,1:32.087,N/A,N/A
192,1995,8,martini,Martini,minardi,1:32.259,N/A,N/A
193,1995,8,boullion,Boullion,sauber,1:33.166,N/A,N/A
194,1995,8,papis,Papis,footwork,1:34.154,N/A,N/A
195,1995,8,badoer,Badoer,minardi,1:34.556,N/A,N/A
196,1995,8,inoue,Inoue,footwork,1:35.323,N/A,N/A
197,1995,8,diniz,Diniz,forti,1:36.023,N/A,N/A
198,1995,8,gachot,Gachot,pacific,1:36.076,N/A,N/A
199,1995,8,moreno,Moreno,forti,1:36.651,N/A,N/A
200,1995,8,salo,Salo,tyrrell,1:48.639,N/A,N/A
201,1995,8,montermini,Montermini,pacific,1:52.398,N/A,N/A
202,1995,9,damon_hill,Hill,williams,1:44.385,N/A,N/A
203,1995,9,michael_schumacher,Schumacher,benetton,1:44.465,N/A,N/A
204,1995,9,coulthard,Coulthard,williams,1:44.540,N/A,N/A
205,1995,9,berger,Berger,ferrari,1:45.553,N/A,N/A
206,1995,9,barrichello,Barrichello,jordan,1:45.765,N/A,N/A
207,1995,9,irvine,Irvine,jordan,1:45.846,N/A,N/A
208,1995,9,hakkinen,Häkkinen,mclaren,1:45.849,N/A,N/A
209,1995,9,blundell,Blundell,mclaren,1:46.221,N/A,N/A
210,1995,9,herbert,Herbert,benetton,1:46.315,N/A,N/A
211,1995,9,alesi,Alesi,ferrari,1:46.356,N/A,N/A
212,1995,9,frentzen,Frentzen,sauber,1:46.801,N/A,N/A
213,1995,9,panis,Panis,ligier,1:47.372,N/A,N/A
214,1995,9,salo,Salo,tyrrell,1:47.507,N/A,N/A
215,1995,9,boullion,Boullion,sauber,1:47.636,N/A,N/A
216,1995,9,papis,Papis,footwork,1:48.093,N/A,N/A
217,1995,9,badoer,Badoer,minardi,1:49.302,N/A,N/A
218,1995,9,katayama,Katayama,tyrrell,1:49.402,N/A,N/A
219,1995,9,suzuki,Suzuki,ligier,1:49.716,N/A,N/A
220,1995,9,inoue,Inoue,footwork,1:49.892,N/A,N/A
221,1995,9,martini,Martini,minardi,1:49.990,N/A,N/A
222,1995,9,diniz,Diniz,forti,1:52.961,N/A,N/A
223,1995,9,moreno,Moreno,forti,1:53.405,N/A,N/A
224,1995,9,montermini,Montermini,pacific,1:53.492,N/A,N/A
225,1995,9,lavaggi,Lavaggi,pacific,1:54.625,N/A,N/A
226,1995,10,damon_hill,Hill,williams,1:16.982,N/A,N/A
227,1995,10,coulthard,Coulthard,williams,1:17.366,N/A,N/A
228,1995,10,michael_schumacher,Schumacher,benetton,1:17.558,N/A,N/A
229,1995,10,berger,Berger,ferrari,1:18.059,N/A,N/A
230,1995,10,hakkinen,Häkkinen,mclaren,1:18.363,N/A,N/A
231,1995,10,alesi,Alesi,ferrari,1:18.968,N/A,N/A
232,1995,10,irvine,Irvine,jordan,1:19.499,N/A,N/A
233,1995,10,brundle,Brundle,ligier,1:19.748,N/A,N/A
234,1995,10,herbert,Herbert,benetton,1:20.072,N/A,N/A
235,1995,10,panis,Panis,ligier,1:20.160,N/A,N/A
236,1995,10,frentzen,Frentzen,sauber,1:20.413,N/A,N/A
237,1995,10,badoer,Badoer,minardi,1:20.543,N/A,N/A
238,1995,10,blundell,Blundell,mclaren,1:20.640,N/A,N/A
239,1995,10,barrichello,Barrichello,jordan,1:20.902,N/A,N/A
240,1995,10,lamy,Lamy,minardi,1:21.156,N/A,N/A
241,1995,10,salo,Salo,tyrrell,1:21.624,N/A,N/A
242,1995,10,katayama,Katayama,tyrrell,1:21.702,N/A,N/A
243,1995,10,inoue,Inoue,footwork,1:22.081,N/A,N/A
244,1995,10,boullion,Boullion,sauber,1:22.161,N/A,N/A
245,1995,10,papis,Papis,footwork,1:23.275,N/A,N/A
246,1995,10,moreno,Moreno,forti,1:24.351,N/A,N/A
247,1995,10,montermini,Montermini,pacific,1:24.371,N/A,N/A
248,1995,10,diniz,Diniz,forti,1:24.695,N/A,N/A
249,1995,10,lavaggi,Lavaggi,pacific,1:26.570,N/A,N/A
250,1995,11,berger,Berger,ferrari,1:54.392,N/A,N/A
251,1995,11,alesi,Alesi,ferrari,1:54.631,N/A,N/A
252,1995,11,hakkinen,Häkkinen,mclaren,1:55.435,N/A,N/A
253,1995,11,herbert,Herbert,benetton,1:56.085,N/A,N/A
254,1995,11,coulthard,Coulthard,williams,1:56.254,N/A,N/A
255,1995,11,blundell,Blundell,mclaren,1:56.622,N/A,N/A
256,1995,11,irvine,Irvine,jordan,1:57.001,N/A,N/A
257,1995,11,damon_hill,Hill,williams,1:57.768,N/A,N/A
258,1995,11,panis,Panis,ligier,1:58.021,N/A,N/A
259,1995,11,frentzen,Frentzen,sauber,1:58.148,N/A,N/A
260,1995,11,salo,Salo,tyrrell,1:58.224,N/A,N/A
261,1995,11,barrichello,Barrichello,jordan,1:58.293,N/A,N/A
262,1995,11,brundle,Brundle,ligier,1:58.314,N/A,N/A
263,1995,11,boullion,Boullion,sauber,1:58.356,N/A,N/A
264,1995,11,katayama,Katayama,tyrrell,1:58.551,N/A,N/A
265,1995,11,michael_schumacher,Schumacher,benetton,1:59.079,N/A,N/A
266,1995,11,lamy,Lamy,minardi,1:59.256,N/A,N/A
267,1995,11,inoue,Inoue,footwork,2:00.990,N/A,N/A
268,1995,11,badoer,Badoer,minardi,2:01.013,N/A,N/A
269,1995,11,papis,Papis,footwork,2:01.685,N/A,N/A
270,1995,11,montermini,Montermini,pacific,2:02.405,N/A,N/A
271,1995,11,moreno,Moreno,forti,2:03.817,N/A,N/A
272,1995,11,lavaggi,Lavaggi,pacific,2:06.407,N/A,N/A
273,1995,11,diniz,Diniz,forti,2:09.537,N/A,N/A
274,1995,12,coulthard,Coulthard,williams,1:24.462,N/A,N/A
275,1995,12,michael_schumacher,Schumacher,benetton,1:25.026,N/A,N/A
276,1995,12,berger,Berger,ferrari,1:25.353,N/A,N/A
277,1995,12,damon_hill,Hill,williams,1:25.699,N/A,N/A
278,1995,12,alesi,Alesi,ferrari,1:25.707,N/A,N/A
279,1995,12,barrichello,Barrichello,jordan,1:25.919,N/A,N/A
280,1995,12,hakkinen,Häkkinen,mclaren,1:25.920,N/A,N/A
281,1995,12,herbert,Herbert,benetton,1:26.433,N/A,N/A
282,1995,12,blundell,Blundell,mclaren,1:26.472,N/A,N/A
283,1995,12,frentzen,Frentzen,sauber,1:26.541,N/A,N/A
284,1995,12,brundle,Brundle,ligier,1:27.067,N/A,N/A
285,1995,12,irvine,Irvine,jordan,1:27.271,N/A,N/A
286,1995,12,panis,Panis,ligier,1:27.384,N/A,N/A
287,1995,12,boullion,Boullion,sauber,1:28.741,N/A,N/A
288,1995,12,papis,Papis,footwork,1:28.870,N/A,N/A
289,1995,12,salo,Salo,tyrrell,1:29.028,N/A,N/A
290,1995,12,katayama,Katayama,tyrrell,1:29.287,N/A,N/A
291,1995,12,badoer,Badoer,minardi,1:29.559,N/A,N/A
292,1995,12,lamy,Lamy,minardi,1:29.936,N/A,N/A
293,1995,12,inoue,Inoue,footwork,1:30.515,N/A,N/A
294,1995,12,montermini,Montermini,pacific,1:30.721,N/A,N/A
295,1995,12,moreno,Moreno,forti,1:30.834,N/A,N/A
296,1995,12,diniz,Diniz,forti,1:32.102,N/A,N/A
297,1995,12,lavaggi,Lavaggi,pacific,1:32.470,N/A,N/A
298,1995,13,coulthard,Coulthard,williams,1:20.537,N/A,N/A
299,1995,13,damon_hill,Hill,williams,1:20.905,N/A,N/A
300,1995,13,michael_schumacher,Schumacher,benetton,1:21.301,N/A,N/A
301,1995,13,berger,Berger,ferrari,1:21.970,N/A,N/A
302,1995,13,frentzen,Frentzen,sauber,1:22.226,N/A,N/A
303,1995,13,herbert,Herbert,benetton,1:22.322,N/A,N/A
304,1995,13,alesi,Alesi,ferrari,1:22.391,N/A,N/A
305,1995,13,barrichello,Barrichello,jordan,1:22.538,N/A,N/A
306,1995,13,brundle,Brundle,ligier,1:22.588,N/A,N/A
307,1995,13,irvine,Irvine,jordan,1:22.831,N/A,N/A
308,1995,13,panis,Panis,ligier,1:22.904,N/A,N/A
309,1995,13,blundell,Blundell,mclaren,1:22.914,N/A,N/A
310,1995,13,hakkinen,Häkkinen,mclaren,1:23.064,N/A,N/A
311,1995,13,boullion,Boullion,sauber,1:23.934,N/A,N/A
312,1995,13,salo,Salo,tyrrell,1:23.936,N/A,N/A
313,1995,13,katayama,Katayama,tyrrell,1:24.287,N/A,N/A
314,1995,13,lamy,Lamy,minardi,1:24.657,N/A,N/A
315,1995,13,badoer,Badoer,minardi,1:24.778,N/A,N/A
316,1995,13,inoue,Inoue,footwork,1:24.883,N/A,N/A
317,1995,13,papis,Papis,footwork,1:25.179,N/A,N/A
318,1995,13,montermini,Montermini,pacific,1:26.172,N/A,N/A
319,1995,13,diniz,Diniz,forti,1:27.292,N/A,N/A
320,1995,13,moreno,Moreno,forti,1:27.523,N/A,N/A
321,1995,13,deletraz,Délétraz,pacific,1:32.769,N/A,N/A
322,1995,14,coulthard,Coulthard,williams,1:18.738,N/A,N/A
323,1995,14,damon_hill,Hill,williams,1:18.972,N/A,N/A
324,1995,14,michael_schumacher,Schumacher,benetton,1:19.150,N/A,N/A
325,1995,14,berger,Berger,ferrari,1:19.821,N/A,N/A
326,1995,14,irvine,Irvine,jordan,1:20.488,N/A,N/A
327,1995,14,alesi,Alesi,ferrari,1:20.510,N/A,N/A
328,1995,14,herbert,Herbert,benetton,1:20.653,N/A,N/A
329,1995,14,frentzen,Frentzen,sauber,1:20.749,N/A,N/A
330,1995,14,hakkinen,Häkkinen,mclaren,1:20.866,N/A,N/A
331,1995,14,blundell,Blundell,mclaren,1:20.909,N/A,N/A
332,1995,14,barrichello,Barrichello,jordan,1:21.211,N/A,N/A
333,1995,14,brundle,Brundle,ligier,1:21.541,N/A,N/A
334,1995,14,boullion,Boullion,sauber,1:22.059,N/A,N/A
335,1995,14,panis,Panis,ligier,1:22.062,N/A,N/A
336,1995,14,salo,Salo,tyrrell,1:23.058,N/A,N/A
337,1995,14,lamy,Lamy,minardi,1:23.328,N/A,N/A
338,1995,14,papis,Papis,footwork,1:23.689,N/A,N/A
339,1995,14,badoer,Badoer,minardi,1:23.760,N/A,N/A
340,1995,14,tarquini,Tarquini,tyrrell,1:24.286,N/A,N/A
341,1995,14,montermini,Montermini,pacific,1:24.696,N/A,N/A
342,1995,14,inoue,Inoue,footwork,1:24.900,N/A,N/A
343,1995,14,diniz,Diniz,forti,1:25.157,N/A,N/A
344,1995,14,moreno,Moreno,forti,1:26.098,N/A,N/A
345,1995,14,deletraz,Délétraz,pacific,1:27.853,N/A,N/A
346,1995,15,coulthard,Coulthard,williams,1:14.013,N/A,N/A
347,1995,15,damon_hill,Hill,williams,1:14.213,N/A,N/A
348,1995,15,michael_schumacher,Schumacher,benetton,1:14.284,N/A,N/A
349,1995,15,alesi,Alesi,ferrari,1:14.919,N/A,N/A
350,1995,15,berger,Berger,ferrari,1:14.974,N/A,N/A
351,1995,15,irvine,Irvine,jordan,1:15.354,N/A,N/A
352,1995,15,herbert,Herbert,benetton,1:15.556,N/A,N/A
353,1995,15,frentzen,Frentzen,sauber,1:15.561,N/A,N/A
354,1995,15,panis,Panis,ligier,1:15.621,N/A,N/A
355,1995,15,blundell,Blundell,mclaren,1:15.652,N/A,N/A
356,1995,15,barrichello,Barrichello,jordan,1:15.774,N/A,N/A
357,1995,15,magnussen,Magnussen,mclaren,1:16.339,N/A,N/A
358,1995,15,suzuki,Suzuki,ligier,1:16.519,N/A,N/A
359,1995,15,lamy,Lamy,minardi,1:16.596,N/A,N/A
360,1995,15,boullion,Boullion,sauber,1:16.646,N/A,N/A
361,1995,15,badoer,Badoer,minardi,1:16.887,N/A,N/A
362,1995,15,katayama,Katayama,tyrrell,1:17.014,N/A,N/A
363,1995,15,salo,Salo,tyrrell,1:17.213,N/A,N/A
364,1995,15,morbidelli,Morbidelli,footwork,1:18.114,N/A,N/A
365,1995,15,inoue,Inoue,footwork,1:18.212,N/A,N/A
366,1995,15,diniz,Diniz,forti,1:19.579,N/A,N/A
367,1995,15,moreno,Moreno,forti,1:19.745,N/A,N/A
368,1995,15,montermini,Montermini,pacific,1:20.093,N/A,N/A
369,1995,15,gachot,Gachot,pacific,1:21.405,N/A,N/A
370,1995,16,michael_schumacher,Schumacher,benetton,1:38.023,N/A,N/A
371,1995,16,alesi,Alesi,ferrari,1:38.888,N/A,N/A
372,1995,16,hakkinen,Häkkinen,mclaren,1:38.954,N/A,N/A
373,1995,16,damon_hill,Hill,williams,1:39.032,N/A,N/A
374,1995,16,berger,Berger,ferrari,1:39.040,N/A,N/A
375,1995,16,coulthard,Coulthard,williams,1:39.155,N/A,N/A
376,1995,16,irvine,Irvine,jordan,1:39.621,N/A,N/A
377,1995,16,frentzen,Frentzen,sauber,1:40.010,N/A,N/A
378,1995,16,herbert,Herbert,benetton,1:40.349,N/A,N/A
379,1995,16,barrichello,Barrichello,jordan,1:40.381,N/A,N/A
380,1995,16,panis,Panis,ligier,1:40.838,N/A,N/A
381,1995,16,salo,Salo,tyrrell,1:41.355,N/A,N/A
382,1995,16,suzuki,Suzuki,ligier,1:41.592,N/A,N/A
383,1995,16,katayama,Katayama,tyrrell,1:41.977,N/A,N/A
384,1995,16,morbidelli,Morbidelli,footwork,1:42.059,N/A,N/A
385,1995,16,wendlinger,Wendlinger,sauber,1:42.912,N/A,N/A
386,1995,16,lamy,Lamy,minardi,1:43.102,N/A,N/A
387,1995,16,badoer,Badoer,minardi,1:43.542,N/A,N/A
388,1995,16,inoue,Inoue,footwork,1:44.074,N/A,N/A
389,1995,16,montermini,Montermini,pacific,1:46.097,N/A,N/A
390,1995,16,diniz,Diniz,forti,1:46.654,N/A,N/A
391,1995,16,moreno,Moreno,forti,1:48.267,N/A,N/A
392,1995,16,gachot,Gachot,pacific,1:48.289,N/A,N/A
393,1995,16,blundell,Blundell,mclaren,16:42.640,N/A,N/A
394,1995,17,damon_hill,Hill,williams,,N/A,N/A
395,1995,17,coulthard,Coulthard,williams,,N/A,N/A
396,1995,17,michael_schumacher,Schumacher,benetton,,N/A,N/A
397,1995,17,berger,Berger,ferrari,,N/A,N/A
398,1995,17,alesi,Alesi,ferrari,,N/A,N/A
399,1995,17,frentzen,Frentzen,sauber,,N/A,N/A
400,1995,17,barrichello,Barrichello,jordan,,N/A,N/A
401,1995,17,herbert,Herbert,benetton,,N/A,N/A
